Applicant Id,Age,Gender,Marital Status,Annual Income,Loan Amount,Credit Score,No Of Dependent,Existing Loan,Employment Status,Loan Approved,Age Category,Income Category,Loan Approval Status,Loan to Value Ratio,LTV Category,Credit Band,Employment Type,Dependancy,Average Monthly EMI,Loan to Credit Ratio,LTC Category,Credit Age Ratio,Credit Age Category
630,40,Male,Married,"55,292.00","44,464.00",549,3,1,Self-Employed,1,Middle-Aged,Average Income,Approved,80%,High Exposure,Poor,Employed,High Dependency,889.28,80.99,Aggressive-High Risk,13.73,Moderate
631,38,Male,Single,"94,813.00","47,351.00",809,1,3,Un-Employed,1,Adult,Average Income,Approved,50%,Controlled Exposure,Excellent, Other Income,Low Dependency,2841.06,58.53,Aggressive-High Risk,21.29,Long/Mature
632,61,Female,Divorced,"1,17,136.00","32,794.00",372,2,1,Self-Employed,1,Senior,High Income,Approved,28%,Low Exposure,Poor,Employed,Low Dependency,655.88,88.16,Aggressive-High Risk,6.10,New/Thin
633,34,Male,Married,"71,631.00","33,783.00",581,1,3,Un-Employed,0,Adult,Average Income,Rejected,47%,Controlled Exposure,Poor, Other Income,Low Dependency,2026.98,58.15,Aggressive-High Risk,17.09,Moderate
634,35,Male,Married,"29,885.00","21,998.00",659,2,2,Un-Employed,1,Adult,Low Income,Approved,74%,High Exposure,Good, Other Income,Low Dependency,879.92,33.38,Conservative-Low Risk,18.83,Moderate
635,51,Female,Married,"79,659.00","18,869.00",309,1,0,Un-Employed,1,Middle-Aged,Average Income,Approved,24%,Low Exposure,Poor, Other Income,Low Dependency,377.38,61.06,Aggressive-High Risk,6.06,New/Thin
636,21,Male,Married,"74,306.00","49,525.00",510,2,2,Employed,1,Youth,Average Income,Approved,67%,High Exposure,Poor,Employed,Low Dependency,1981.00,97.11,Aggressive-High Risk,24.29,Long/Mature
637,23,Male,Married,"86,314.00","33,152.00",451,3,0,Self-Employed,1,Youth,Average Income,Approved,38%,Low Exposure,Poor,Employed,High Dependency,663.04,73.51,Aggressive-High Risk,19.61,Moderate
638,36,Male,Divorced,"85,087.00","25,954.00",304,4,2,Employed,1,Adult,Average Income,Approved,31%,Low Exposure,Poor,Employed,High Dependency,1038.16,85.38,Aggressive-High Risk,8.44,New/Thin
639,43,Female,Divorced,"49,165.00","36,555.00",494,2,2,Self-Employed,1,Middle-Aged,Low Income,Approved,74%,High Exposure,Poor,Employed,Low Dependency,1462.20,74.00,Aggressive-High Risk,11.49,Moderate
640,31,Female,Married,"78,929.00","21,654.00",582,2,1,Self-Employed,1,Adult,Average Income,Approved,27%,Low Exposure,Poor,Employed,Low Dependency,433.08,37.21,Conservative-Low Risk,18.77,Moderate
641,32,Female,Single,"87,028.00","40,236.00",763,3,4,Employed,1,Adult,Average Income,Approved,46%,Controlled Exposure,Excellent,Employed,High Dependency,3218.88,52.73,Aggressive-High Risk,23.84,Long/Mature
642,30,Female,Divorced,"1,15,998.00","20,042.00",412,2,3,Un-Employed,0,Adult,High Income,Rejected,17%,Low Exposure,Poor, Other Income,Low Dependency,1202.52,48.65,Conservative-Low Risk,13.73,Moderate
643,52,Female,Single,"69,812.00","30,966.00",570,0,3,Self-Employed,1,Middle-Aged,Average Income,Approved,44%,Controlled Exposure,Poor,Employed,No DePendency,1857.96,54.33,Aggressive-High Risk,10.96,Moderate
644,36,Female,Divorced,"70,500.00","49,314.00",462,3,3,Un-Employed,0,Adult,Average Income,Rejected,70%,High Exposure,Poor, Other Income,High Dependency,2958.84,106.74,Aggressive-High Risk,12.83,Moderate
645,28,Female,Married,"99,151.00","19,270.00",759,0,0,Employed,1,Adult,Average Income,Approved,19%,Low Exposure,Excellent,Employed,No DePendency,385.40,25.39,Conservative-Low Risk,27.11,Long/Mature
646,58,Male,Divorced,"78,643.00","35,908.00",404,3,3,Un-Employed,0,Middle-Aged,Average Income,Rejected,46%,Controlled Exposure,Poor, Other Income,High Dependency,2154.48,88.88,Aggressive-High Risk,6.97,New/Thin
647,32,Male,Married,"64,900.00","20,523.00",581,2,3,Self-Employed,1,Adult,Average Income,Approved,32%,Low Exposure,Poor,Employed,Low Dependency,1231.38,35.32,Conservative-Low Risk,18.16,Moderate
648,44,Female,Divorced,"62,946.00","24,991.00",461,0,1,Self-Employed,1,Middle-Aged,Average Income,Approved,40%,Low Exposure,Poor,Employed,No DePendency,499.82,54.21,Aggressive-High Risk,10.48,Moderate
649,48,Male,Married,"27,851.00","15,775.00",650,2,2,Self-Employed,1,Middle-Aged,Low Income,Approved,57%,Controlled Exposure,Good,Employed,Low Dependency,631.00,24.27,Conservative-Low Risk,13.54,Moderate
650,28,Male,Married,"36,288.00","17,265.00",733,3,3,Employed,0,Adult,Low Income,Rejected,48%,Controlled Exposure,Good,Employed,High Dependency,1035.90,23.55,Conservative-Low Risk,26.18,Long/Mature
651,48,Female,Married,"92,692.00","24,459.00",439,2,4,Self-Employed,1,Middle-Aged,Average Income,Approved,26%,Low Exposure,Poor,Employed,Low Dependency,1956.72,55.72,Aggressive-High Risk,9.15,New/Thin
652,56,Male,Married,"87,580.00","21,673.00",770,0,3,Employed,1,Middle-Aged,Average Income,Approved,25%,Low Exposure,Excellent,Employed,No DePendency,1300.38,28.15,Conservative-Low Risk,13.75,Moderate
653,46,Male,Single,"27,368.00","32,056.00",431,0,0,Un-Employed,0,Middle-Aged,Low Income,Rejected,117%,Critical Exposure,Poor, Other Income,No DePendency,641.12,74.38,Aggressive-High Risk,9.37,New/Thin
654,28,Male,Married,"1,05,436.00","11,614.00",386,2,0,Self-Employed,1,Adult,High Income,Approved,11%,Low Exposure,Poor,Employed,Low Dependency,232.28,30.09,Conservative-Low Risk,13.79,Moderate
655,48,Male,Single,"1,16,136.00","41,020.00",482,1,0,Self-Employed,1,Middle-Aged,High Income,Approved,35%,Low Exposure,Poor,Employed,Low Dependency,820.40,85.10,Aggressive-High Risk,10.04,Moderate
656,48,Male,Single,"66,403.00","12,415.00",667,3,3,Self-Employed,1,Middle-Aged,Average Income,Approved,19%,Low Exposure,Good,Employed,High Dependency,744.90,18.61,Conservative-Low Risk,13.90,Moderate
657,57,Female,Married,"1,11,170.00","28,155.00",428,3,1,Un-Employed,0,Middle-Aged,High Income,Rejected,25%,Low Exposure,Poor, Other Income,High Dependency,563.10,65.78,Aggressive-High Risk,7.51,New/Thin
658,61,Female,Single,"29,168.00","48,884.00",545,2,4,Self-Employed,0,Senior,Low Income,Rejected,168%,Critical Exposure,Poor,Employed,Low Dependency,3910.72,89.70,Aggressive-High Risk,8.93,New/Thin
659,56,Female,Divorced,"1,06,497.00","21,964.00",677,1,3,Employed,1,Middle-Aged,High Income,Approved,21%,Low Exposure,Good,Employed,Low Dependency,1317.84,32.44,Conservative-Low Risk,12.09,Moderate
660,47,Male,Married,"69,879.00","42,726.00",448,0,1,Un-Employed,1,Middle-Aged,Average Income,Approved,61%,High Exposure,Poor, Other Income,No DePendency,854.52,95.37,Aggressive-High Risk,9.53,New/Thin
661,37,Female,Single,"79,871.00","42,044.00",732,4,1,Un-Employed,1,Adult,Average Income,Approved,53%,Controlled Exposure,Good, Other Income,High Dependency,840.88,57.44,Aggressive-High Risk,19.78,Moderate
662,29,Male,Married,"1,29,632.00","42,544.00",768,4,3,Un-Employed,0,Adult,High Income,Rejected,33%,Low Exposure,Excellent, Other Income,High Dependency,2552.64,55.40,Aggressive-High Risk,26.48,Long/Mature
663,53,Male,Married,"1,31,623.00","37,252.00",745,2,3,Un-Employed,1,Middle-Aged,High Income,Approved,28%,Low Exposure,Good, Other Income,Low Dependency,2235.12,50.00,Aggressive-High Risk,14.06,Moderate
664,40,Male,Married,"1,09,388.00","8,832.00",780,1,1,Un-Employed,1,Middle-Aged,High Income,Approved,8%,Low Exposure,Excellent, Other Income,Low Dependency,176.64,11.32,Conservative-Low Risk,19.50,Moderate
665,33,Male,Single,"1,18,646.00","30,275.00",593,1,1,Employed,1,Adult,High Income,Approved,26%,Low Exposure,Poor,Employed,Low Dependency,605.50,51.05,Aggressive-High Risk,17.97,Moderate
666,48,Female,Divorced,"52,174.00","19,901.00",442,3,1,Un-Employed,0,Middle-Aged,Average Income,Rejected,38%,Low Exposure,Poor, Other Income,High Dependency,398.02,45.02,Conservative-Low Risk,9.21,New/Thin
667,49,Female,Divorced,"1,19,751.00","43,213.00",549,0,3,Self-Employed,1,Middle-Aged,High Income,Approved,36%,Low Exposure,Poor,Employed,No DePendency,2592.78,78.71,Aggressive-High Risk,11.20,Moderate
668,33,Male,Single,"1,12,491.00","39,148.00",601,1,1,Un-Employed,1,Adult,High Income,Approved,35%,Low Exposure,Good, Other Income,Low Dependency,782.96,65.14,Aggressive-High Risk,18.21,Moderate
669,55,Female,Married,"26,581.00","47,633.00",324,4,0,Un-Employed,0,Middle-Aged,Low Income,Rejected,179%,Critical Exposure,Poor, Other Income,High Dependency,952.66,147.02,Aggressive-High Risk,5.89,New/Thin
670,26,Male,Single,"1,30,155.00","27,918.00",369,0,3,Un-Employed,0,Adult,High Income,Rejected,21%,Low Exposure,Poor, Other Income,No DePendency,1675.08,75.66,Aggressive-High Risk,14.19,Moderate
671,38,Female,Single,"91,853.00","24,540.00",411,0,0,Un-Employed,1,Adult,Average Income,Approved,27%,Low Exposure,Poor, Other Income,No DePendency,490.80,59.71,Aggressive-High Risk,10.82,Moderate
672,25,Female,Single,"84,046.00","16,580.00",663,2,2,Un-Employed,1,Adult,Average Income,Approved,20%,Low Exposure,Good, Other Income,Low Dependency,663.20,25.01,Conservative-Low Risk,26.52,Long/Mature
673,45,Male,Married,"69,678.00","43,402.00",602,1,3,Employed,1,Middle-Aged,Average Income,Approved,62%,High Exposure,Good,Employed,Low Dependency,2604.12,72.10,Aggressive-High Risk,13.38,Moderate
674,22,Female,Single,"1,28,392.00","43,578.00",770,2,2,Employed,1,Youth,High Income,Approved,34%,Low Exposure,Excellent,Employed,Low Dependency,1743.12,56.59,Aggressive-High Risk,35.00,Long/Mature
675,30,Male,Married,"1,31,250.00","29,917.00",390,1,1,Un-Employed,1,Adult,High Income,Approved,23%,Low Exposure,Poor, Other Income,Low Dependency,598.34,76.71,Aggressive-High Risk,13.00,Moderate
676,50,Female,Single,"46,649.00","27,318.00",829,3,1,Employed,1,Middle-Aged,Low Income,Approved,59%,Controlled Exposure,Excellent,Employed,High Dependency,546.36,32.95,Conservative-Low Risk,16.58,Moderate
677,25,Male,Divorced,"1,47,795.00","15,179.00",491,2,4,Self-Employed,1,Adult,High Income,Approved,10%,Low Exposure,Poor,Employed,Low Dependency,1214.32,30.91,Conservative-Low Risk,19.64,Moderate
678,53,Male,Single,"1,08,668.00","17,251.00",541,2,1,Un-Employed,1,Middle-Aged,High Income,Approved,16%,Low Exposure,Poor, Other Income,Low Dependency,345.02,31.89,Conservative-Low Risk,10.21,Moderate
679,21,Female,Single,"1,02,325.00","24,493.00",437,4,2,Self-Employed,1,Youth,High Income,Approved,24%,Low Exposure,Poor,Employed,High Dependency,979.72,56.05,Aggressive-High Risk,20.81,Long/Mature
680,38,Female,Divorced,"34,567.00","25,466.00",644,2,1,Self-Employed,1,Adult,Low Income,Approved,74%,High Exposure,Good,Employed,Low Dependency,509.32,39.54,Conservative-Low Risk,16.95,Moderate
681,52,Male,Married,"1,00,404.00","35,206.00",479,1,3,Un-Employed,0,Middle-Aged,High Income,Rejected,35%,Low Exposure,Poor, Other Income,Low Dependency,2112.36,73.50,Aggressive-High Risk,9.21,New/Thin
682,31,Female,Married,"1,09,906.00","24,624.00",802,4,1,Self-Employed,1,Adult,High Income,Approved,22%,Low Exposure,Excellent,Employed,High Dependency,492.48,30.70,Conservative-Low Risk,25.87,Long/Mature
683,41,Female,Single,"1,28,069.00","31,564.00",502,2,4,Self-Employed,1,Middle-Aged,High Income,Approved,25%,Low Exposure,Poor,Employed,Low Dependency,2525.12,62.88,Aggressive-High Risk,12.24,Moderate
684,46,Male,Divorced,"1,16,019.00","27,412.00",491,2,1,Self-Employed,1,Middle-Aged,High Income,Approved,24%,Low Exposure,Poor,Employed,Low Dependency,548.24,55.83,Aggressive-High Risk,10.67,Moderate
685,45,Male,Married,"81,944.00","32,990.00",304,3,2,Un-Employed,0,Middle-Aged,Average Income,Rejected,40%,Controlled Exposure,Poor, Other Income,High Dependency,1319.60,108.52,Aggressive-High Risk,6.76,New/Thin
686,42,Female,Single,"1,38,428.00","40,517.00",536,2,2,Un-Employed,1,Middle-Aged,High Income,Approved,29%,Low Exposure,Poor, Other Income,Low Dependency,1620.68,75.59,Aggressive-High Risk,12.76,Moderate
687,47,Male,Divorced,"98,002.00","18,156.00",610,0,1,Self-Employed,1,Middle-Aged,Average Income,Approved,19%,Low Exposure,Good,Employed,No DePendency,363.12,29.76,Conservative-Low Risk,12.98,Moderate
688,33,Male,Married,"48,803.00","28,064.00",848,4,2,Un-Employed,1,Adult,Low Income,Approved,58%,Controlled Exposure,Excellent, Other Income,High Dependency,1122.56,33.09,Conservative-Low Risk,25.70,Long/Mature
689,53,Male,Married,"38,230.00","30,711.00",355,0,2,Un-Employed,0,Middle-Aged,Low Income,Rejected,80%,High Exposure,Poor, Other Income,No DePendency,1228.44,86.51,Aggressive-High Risk,6.70,New/Thin
690,54,Female,Divorced,"37,862.00","35,106.00",742,4,4,Self-Employed,0,Middle-Aged,Low Income,Rejected,93%,High Exposure,Good,Employed,High Dependency,2808.48,47.31,Conservative-Low Risk,13.74,Moderate
691,61,Female,Divorced,"63,355.00","21,589.00",536,3,3,Un-Employed,0,Senior,Average Income,Rejected,34%,Low Exposure,Poor, Other Income,High Dependency,1295.34,40.28,Conservative-Low Risk,8.79,New/Thin
692,55,Male,Divorced,"51,259.00","28,736.00",496,2,4,Employed,1,Middle-Aged,Average Income,Approved,56%,Controlled Exposure,Poor,Employed,Low Dependency,2298.88,57.94,Aggressive-High Risk,9.02,New/Thin
693,21,Female,Divorced,"1,19,075.00","25,975.00",813,2,0,Un-Employed,1,Youth,High Income,Approved,22%,Low Exposure,Excellent, Other Income,Low Dependency,519.50,31.95,Conservative-Low Risk,38.71,Long/Mature
694,41,Male,Single,"1,07,445.00","41,218.00",748,2,4,Employed,1,Middle-Aged,High Income,Approved,38%,Low Exposure,Good,Employed,Low Dependency,3297.44,55.10,Aggressive-High Risk,18.24,Moderate
695,26,Female,Divorced,"50,795.00","12,214.00",659,4,1,Self-Employed,1,Adult,Average Income,Approved,24%,Low Exposure,Good,Employed,High Dependency,244.28,18.53,Conservative-Low Risk,25.35,Long/Mature
696,48,Male,Married,"1,34,604.00","35,581.00",329,2,3,Un-Employed,0,Middle-Aged,High Income,Rejected,26%,Low Exposure,Poor, Other Income,Low Dependency,2134.86,108.15,Aggressive-High Risk,6.85,New/Thin
697,37,Male,Married,"28,770.00","25,195.00",407,0,1,Self-Employed,1,Adult,Low Income,Approved,88%,High Exposure,Poor,Employed,No DePendency,503.90,61.90,Aggressive-High Risk,11.00,Moderate
698,25,Female,Single,"31,093.00","49,582.00",744,2,0,Self-Employed,1,Adult,Low Income,Approved,159%,Critical Exposure,Good,Employed,Low Dependency,991.64,66.64,Aggressive-High Risk,29.76,Long/Mature
699,51,Male,Married,"66,571.00","32,127.00",737,3,3,Self-Employed,1,Middle-Aged,Average Income,Approved,48%,Controlled Exposure,Good,Employed,High Dependency,1927.62,43.59,Conservative-Low Risk,14.45,Moderate
700,25,Female,Married,"20,193.00","10,141.00",756,0,2,Self-Employed,1,Adult,Low Income,Approved,50%,Controlled Exposure,Excellent,Employed,No DePendency,405.64,13.41,Conservative-Low Risk,30.24,Long/Mature
701,58,Female,Divorced,"1,20,311.00","33,884.00",794,2,4,Self-Employed,1,Middle-Aged,High Income,Approved,28%,Low Exposure,Excellent,Employed,Low Dependency,2710.72,42.68,Conservative-Low Risk,13.69,Moderate
702,23,Male,Married,"37,569.00","29,885.00",546,2,1,Un-Employed,0,Youth,Low Income,Rejected,80%,High Exposure,Poor, Other Income,Low Dependency,597.70,54.73,Aggressive-High Risk,23.74,Long/Mature
703,43,Male,Single,"1,37,082.00","7,708.00",842,1,0,Employed,1,Middle-Aged,High Income,Approved,6%,Low Exposure,Excellent,Employed,Low Dependency,154.16,9.15,Conservative-Low Risk,19.58,Moderate
704,57,Female,Divorced,"31,190.00","23,375.00",738,4,2,Un-Employed,0,Middle-Aged,Low Income,Rejected,75%,High Exposure,Good, Other Income,High Dependency,935.00,31.67,Conservative-Low Risk,12.95,Moderate
705,57,Male,Divorced,"82,824.00","20,088.00",577,0,4,Un-Employed,0,Middle-Aged,Average Income,Rejected,24%,Low Exposure,Poor, Other Income,No DePendency,1607.04,34.81,Conservative-Low Risk,10.12,Moderate
706,30,Male,Single,"62,752.00","49,602.00",410,1,2,Un-Employed,1,Adult,Average Income,Approved,79%,High Exposure,Poor, Other Income,Low Dependency,1984.08,120.98,Aggressive-High Risk,13.67,Moderate
707,30,Male,Divorced,"52,327.00","15,014.00",684,3,4,Un-Employed,0,Adult,Average Income,Rejected,29%,Low Exposure,Good, Other Income,High Dependency,1201.12,21.95,Conservative-Low Risk,22.80,Long/Mature
708,39,Male,Divorced,"62,070.00","8,273.00",490,4,3,Employed,0,Adult,Average Income,Rejected,13%,Low Exposure,Poor,Employed,High Dependency,496.38,16.88,Conservative-Low Risk,12.56,Moderate
709,37,Male,Single,"1,05,925.00","42,306.00",789,0,2,Un-Employed,1,Adult,High Income,Approved,40%,Low Exposure,Excellent, Other Income,No DePendency,1692.24,53.62,Aggressive-High Risk,21.32,Long/Mature
710,41,Female,Divorced,"60,197.00","35,881.00",725,2,2,Self-Employed,1,Middle-Aged,Average Income,Approved,60%,Controlled Exposure,Good,Employed,Low Dependency,1435.24,49.49,Conservative-Low Risk,17.68,Moderate
711,34,Female,Single,"22,261.00","36,486.00",704,0,2,Un-Employed,1,Adult,Low Income,Approved,164%,Critical Exposure,Good, Other Income,No DePendency,1459.44,51.83,Aggressive-High Risk,20.71,Long/Mature
712,29,Male,Single,"1,38,424.00","17,541.00",634,2,3,Un-Employed,1,Adult,High Income,Approved,13%,Low Exposure,Good, Other Income,Low Dependency,1052.46,27.67,Conservative-Low Risk,21.86,Long/Mature
713,21,Male,Married,"1,13,905.00","13,712.00",508,4,0,Employed,1,Youth,High Income,Approved,12%,Low Exposure,Poor,Employed,High Dependency,274.24,26.99,Conservative-Low Risk,24.19,Long/Mature
714,33,Male,Married,"46,512.00","14,168.00",321,2,4,Employed,1,Adult,Low Income,Approved,30%,Low Exposure,Poor,Employed,Low Dependency,1133.44,44.14,Conservative-Low Risk,9.73,New/Thin
715,24,Female,Divorced,"26,716.00","8,551.00",507,3,2,Self-Employed,0,Youth,Low Income,Rejected,32%,Low Exposure,Poor,Employed,High Dependency,342.04,16.87,Conservative-Low Risk,21.13,Long/Mature
716,21,Male,Divorced,"1,06,795.00","17,297.00",307,2,3,Un-Employed,0,Youth,High Income,Rejected,16%,Low Exposure,Poor, Other Income,Low Dependency,1037.82,56.34,Aggressive-High Risk,14.62,Moderate
717,60,Female,Single,"48,933.00","48,733.00",828,3,0,Un-Employed,1,Senior,Low Income,Approved,100%,High Exposure,Excellent, Other Income,High Dependency,974.66,58.86,Aggressive-High Risk,13.80,Moderate
718,52,Female,Divorced,"1,27,225.00","32,128.00",465,4,4,Un-Employed,0,Middle-Aged,High Income,Rejected,25%,Low Exposure,Poor, Other Income,High Dependency,2570.24,69.09,Aggressive-High Risk,8.94,New/Thin
719,54,Female,Single,"24,378.00","7,832.00",795,4,3,Self-Employed,0,Middle-Aged,Low Income,Rejected,32%,Low Exposure,Excellent,Employed,High Dependency,469.92,9.85,Conservative-Low Risk,14.72,Moderate
720,48,Male,Single,"60,583.00","33,483.00",728,0,4,Employed,1,Middle-Aged,Average Income,Approved,55%,Controlled Exposure,Good,Employed,No DePendency,2678.64,45.99,Conservative-Low Risk,15.17,Moderate
721,51,Female,Divorced,"1,32,082.00","27,063.00",462,3,2,Self-Employed,1,Middle-Aged,High Income,Approved,20%,Low Exposure,Poor,Employed,High Dependency,1082.52,58.58,Aggressive-High Risk,9.06,New/Thin
722,28,Male,Single,"1,05,371.00","27,963.00",665,3,0,Un-Employed,1,Adult,High Income,Approved,27%,Low Exposure,Good, Other Income,High Dependency,559.26,42.05,Conservative-Low Risk,23.75,Long/Mature
723,59,Female,Married,"49,033.00","18,422.00",825,1,3,Employed,1,Middle-Aged,Low Income,Approved,38%,Low Exposure,Excellent,Employed,Low Dependency,1105.32,22.33,Conservative-Low Risk,13.98,Moderate
724,46,Male,Divorced,"44,000.00","37,920.00",538,1,0,Employed,1,Middle-Aged,Low Income,Approved,86%,High Exposure,Poor,Employed,Low Dependency,758.40,70.48,Aggressive-High Risk,11.70,Moderate
725,54,Female,Married,"1,31,032.00","16,156.00",371,1,2,Self-Employed,1,Middle-Aged,High Income,Approved,12%,Low Exposure,Poor,Employed,Low Dependency,646.24,43.55,Conservative-Low Risk,6.87,New/Thin
